term,fee,gender,job,package,age,family,payment,income_log,isna_job,married_1,married_2,married_3
12,100000.0,1,0,1,39,1,0,12.611541086966115,False,True,False,False
12,1499999.99,0,1,1,47,1,0,14.914123179965662,False,True,False,False
17,120000.0,1,0,1,24,0,3,12.611541086966115,False,False,True,False
71,108605.04,1,0,0,30,2,1,14.220976332738882,False,True,False,False
65,234999.61,1,1,0,67,2,0,11.695255355062795,False,True,False,False
36,100000.0,1,0,1,73,0,0,14.10319258678548,False,True,False,False
55,120000.0,1,0,1,0,3,1,14.10319258678548,False,True,False,False
48,100000.0,1,0,1,37,0,0,12.899212326061994,False,False,True,False
39,150000.0,1,0,1,56,1,0,14.220976332738882,False,True,False,False
17,199982.52,0,3,0,12,1,0,14.508654238518094,False,True,False,False
12,180005.04,1,0,1,50,1,1,14.220976332738882,False,True,False,False
17,125722.96,0,0,0,25,0,3,13.199326270390594,False,False,True,False
33,100000.0,0,0,1,56,2,3,12.611541086966115,False,True,False,False
12,150000.0,1,0,1,55,0,0,14.10319258678548,False,True,False,False
17,100000.0,1,0,1,22,0,0,12.611541086966115,False,False,True,False
57,200000.0,0,0,1,37,1,0,13.592373256630534,False,True,False,False
38,150000.0,1,0,1,56,3,0,13.641158361294979,False,True,False,False
12,150003.0,1,0,1,62,2,0,13.304686600863562,False,True,False,False
17,100000.0,1,0,1,52,1,0,14.10319258678548,False,True,False,False
57,400000.0,1,0,1,26,0,3,13.815507557959775,False,False,True,False
9,100000.0,1,0,1,57,2,3,12.611541086966115,False,True,False,False
22,100000.0,1,4,1,25,0,3,12.429204196772384,False,False,True,False
85,100000.43,1,1,0,41,0,0,13.122349377306328,False,True,False,False
17,168631.92,0,1,0,45,3,1,12.429204196772384,False,True,False,False
12,200004.0,1,0,1,54,3,0,13.592373256630534,False,True,False,False
28,150001.2,1,0,1,47,1,1,13.304686600863562,False,True,False,False
12,150000.0,1,0,1,37,1,0,14.914123179965662,False,True,False,False
27,100000.0,0,0,1,48,0,0,12.899212326061994,False,False,False,True
12,180000.0,1,0,1,63,3,0,13.122349377306328,False,True,False,False
12,105000.0,0,0,1,19,0,0,12.206097645217678,False,False,True,False
12,250000.0,0,1,1,27,2,0,12.834683971615659,False,True,False,False
17,100000.0,1,0,1,38,1,3,12.429204196772384,False,True,False,False
27,106625.0,1,0,1,35,2,0,13.746110103426634,False,True,False,False
17,116364.12,0,1,0,47,2,1,12.206037644917659,False,True,False,False
12,100000.0,1,0,1,56,1,0,14.10319258678548,False,True,False,False
17,112782.11,0,1,0,40,0,0,14.690979711984754,False,False,True,False
23,100000.0,1,0,1,61,3,3,13.304686600863562,False,True,False,False
86,150722.33,1,0,0,45,0,0,14.10319258678548,False,True,False,False
12,100000.0,1,0,1,22,0,0,12.765702719077842,False,False,True,False
52,100000.35,1,0,0,55,3,0,15.607270193858982,False,True,False,False
12,100000.0,1,1,1,72,3,0,12.899212326061994,False,True,False,False
15,100000.0,1,0,1,69,1,3,12.429204196772384,False,True,False,False
22,100000.0,1,4,1,34,1,0,13.458831328302072,False,True,False,False
42,4013256.0,1,0,0,62,2,3,16.341238642272373,False,True,False,False
12,100001.0,1,0,1,25,1,0,12.765702719077842,False,True,False,False
27,100000.0,1,4,1,30,2,0,15.607270193858982,False,True,False,False
98,107505.08,1,0,0,37,0,0,13.377007146164305,False,True,False,False
17,100000.0,1,0,1,51,0,3,14.10319258678548,False,True,False,False
12,100000.0,0,0,1,40,0,0,14.10319258678548,False,True,False,False
12,210000.0,0,1,1,61,0,0,13.304686600863562,False,True,False,False
17,100000.0,1,0,1,56,3,3,13.017005083966255,False,True,False,False
12,200000.0,1,1,1,65,0,0,12.584498807225039,False,True,False,False
32,641397.28,1,4,0,27,0,0,14.603966554691251,False,False,True,False
17,395536.52,1,0,0,56,1,2,13.997832948091215,False,True,False,False
22,119998.2,0,1,0,51,0,1,12.899212326061994,False,True,False,False
12,100000.0,1,0,1,53,0,0,14.10319258678548,False,True,False,False
12,100000.0,1,0,1,46,3,0,13.122349377306328,False,True,False,False
27,200000.0,1,0,1,57,0,3,14.10319258678548,False,True,False,False
57,100000.0,1,0,1,37,2,0,12.715900771961074,False,True,False,False
42,111017.0,1,0,1,52,2,0,12.765702719077842,False,True,False,False
27,120000.0,0,0,1,68,1,1,12.206097645217678,False,True,False,False
76,380812.5,1,0,0,26,0,0,13.997832948091215,False,False,True,False
12,200000.0,1,1,1,62,2,3,12.676054399536648,False,True,False,False
12,100000.0,1,0,1,53,0,0,12.429204196772384,False,True,False,False
96,101550.0,0,0,0,41,0,0,14.10319258678548,False,True,False,False
17,118205.28,1,0,0,41,1,1,13.997832948091215,False,True,False,False
12,300000.0,0,1,1,20,0,0,12.301369188877887,False,False,True,False
27,100000.0,1,0,1,44,3,3,13.304686600863562,False,True,False,False
28,100000.0,1,0,1,38,0,0,14.10319258678548,False,True,False,False
12,100000.0,1,0,1,45,3,0,13.458831328302072,False,True,False,False
78,150000.0,1,0,1,41,0,0,14.10319258678548,False,True,False,False
12,100000.0,1,0,1,34,3,3,13.304686600863562,False,True,False,False
60,100000.0,1,0,1,53,0,3,14.10319258678548,False,True,False,False
25,100000.0,0,0,1,59,2,3,12.206097645217678,False,True,False,False
33,500000.0,1,0,1,51,2,0,12.90450831733612,False,True,False,False
12,150000.0,0,1,1,33,2,0,12.206037644917659,False,True,False,False
72,255999.91,1,5,0,64,2,0,13.208096151615411,False,True,False,False
69,199999.47,1,1,0,36,1,0,13.038975246704881,False,True,False,False
12,101250.0,0,0,1,44,0,0,12.899212326061994,False,False,False,True
32,121817.04,1,1,0,34,2,1,14.220976332738882,False,True,False,False
17,123704.64,1,0,0,49,3,1,13.592358256611783,False,True,False,False
17,112782.11,0,0,0,42,3,0,13.815507557959775,False,True,False,False
27,100000.0,1,0,1,33,2,0,13.815507557959775,False,True,False,False
12,100000.0,1,1,1,63,3,0,12.899212326061994,False,True,False,False
92,103192.63,1,5,0,84,0,0,13.208096151615411,False,True,False,False
33,600004.8,0,0,1,52,3,1,11.918397239722838,False,True,False,False
17,140996.04,1,0,0,64,3,1,12.611541086966115,False,True,False,False
78,100000.29,1,0,0,24,0,0,12.301369188877887,False,False,True,False
22,206180.15,0,0,0,43,2,0,14.914123179965662,False,True,False,False
12,100000.0,0,0,1,24,0,0,12.100717685412471,False,False,True,False
22,180000.0,1,0,1,73,3,1,12.429204196772384,False,True,False,False
64,178949.95,1,0,0,65,2,0,13.304686600863562,False,True,False,False
22,119999.88,1,0,1,37,2,1,12.388398368982115,False,True,False,False
12,700000.0,1,0,1,52,2,0,14.220976332738882,False,True,False,False
29,108000.84,1,0,1,61,2,1,13.122373377354329,False,True,False,False
27,100000.0,0,3,1,34,3,2,13.753631962751733,False,True,False,False
47,120000.0,1,0,1,47,2,3,13.304686600863562,False,True,False,False
12,111002.22,1,0,1,48,3,0,12.899212326061994,False,True,False,False
12,100000.0,1,0,1,72,3,0,13.122349377306328,False,True,False,False
22,100000.8,1,0,1,37,3,1,13.710151153416941,False,True,False,False
43,120000.0,0,4,1,47,1,0,13.122373377354329,False,True,False,False
96,101316.84,0,0,0,30,0,1,13.997832948091215,False,True,False,False
12,100000.8,1,0,1,25,0,1,12.899212326061994,False,False,True,False
12,250000.0,0,1,1,43,2,0,13.592358256611783,False,True,False,False
22,100000.0,1,0,1,24,0,0,13.384735334149926,False,False,True,False
80,145999.93,1,1,0,48,0,0,13.592358256611783,False,True,False,False
12,100000.0,1,0,1,42,1,0,13.815507557959775,False,True,False,False
43,180001.44,0,0,1,41,1,1,12.429204196772384,False,True,False,False
88,299999.67,1,1,0,53,0,0,13.304686600863562,False,True,False,False
102,100491.3,1,1,0,40,0,3,13.122349377306328,False,True,False,False
40,100000.8,0,0,1,39,1,1,12.611541086966115,False,True,False,False
17,100000.0,1,0,1,29,1,0,13.017005083966255,False,True,False,False
17,100000.66,0,0,1,43,2,0,12.765702719077842,False,True,False,False
12,100000.0,0,0,1,46,2,0,13.785048257691278,False,True,False,False
29,150000.0,1,0,1,55,2,0,12.429204196772384,False,True,False,False
27,102005.76,1,0,0,51,0,1,13.592358256611783,False,False,False,True
12,100000.0,1,0,1,33,2,3,12.69157123050004,False,True,False,False
49,120000.96,1,0,1,35,3,1,12.429204196772384,False,True,False,False
12,100000.0,1,0,1,45,2,0,12.147410159964757,False,True,False,False
22,103090.02,0,1,0,45,0,0,13.8336186130287,False,True,False,False
17,179975.28,1,1,0,36,3,1,13.815507557959775,False,True,False,False
12,100000.0,1,0,1,63,2,0,13.815507557959775,False,True,False,False
12,120000.96,1,4,1,20,0,1,12.611541086966115,False,False,True,False
17,100000.0,1,4,1,33,2,0,13.304686600863562,False,True,False,False
27,100000.0,1,0,1,26,0,0,12.765702719077842,False,False,True,False
58,600000.0,0,0,1,25,1,1,14.220976332738882,False,True,False,False
12,250000.0,1,0,1,29,1,0,15.150512940485223,False,True,False,False
12,100000.0,0,0,1,28,1,0,12.611541086966115,False,True,False,False
40,108000.0,1,0,1,44,0,0,13.304686600863562,False,False,True,False
27,100000.0,1,4,1,27,2,0,12.67609189965384,False,True,False,False
17,100000.0,1,4,1,38,2,3,12.899212326061994,False,True,False,False
12,396000.0,1,0,1,35,2,3,15.79640181386108,False,True,False,False
57,104994.65,1,0,1,25,0,0,13.017005083966255,False,False,True,False
76,100514.82,1,0,0,27,0,0,13.592373256630534,False,False,True,False
96,102729.36,1,0,0,61,0,1,14.10319258678548,False,True,False,False
12,1000000.0,0,0,1,58,2,0,13.815507557959775,False,True,False,False
22,100000.0,0,1,1,41,3,0,12.429204196772384,False,True,False,False
27,120000.0,0,0,1,29,2,0,12.899212326061994,False,True,False,False
27,430000.0,1,0,1,57,1,2,13.981022454065734,False,True,False,False
12,240001.92,1,0,1,59,0,1,14.10319258678548,False,True,False,False
22,199999.81,0,1,0,63,0,0,12.611541086966115,False,True,False,False
12,150000.0,1,0,1,60,0,0,13.815507557959775,False,True,False,False
27,100000.0,1,0,1,40,2,0,13.122373377354329,False,True,False,False
17,113870.74,1,0,0,44,1,0,13.304686600863562,False,True,False,False
57,120000.0,1,0,1,37,0,1,13.487007879880162,False,False,True,False
17,100000.0,0,0,1,46,0,0,13.458831328302072,False,False,True,False
32,101514.46,1,0,0,34,3,3,13.122349377306328,False,True,False,False
22,120000.0,1,0,1,23,0,1,13.527829818844937,False,False,True,False
17,111778.92,0,0,0,53,0,1,13.122349377306328,False,False,True,False
27,100000.0,1,0,1,46,2,0,13.861933159763684,False,True,False,False
12,500000.0,1,1,1,46,2,0,14.731800089837709,False,True,False,False
64,100000.2,1,0,0,73,2,0,13.592358256611783,False,True,False,False
22,100000.0,0,0,1,35,2,0,14.077872514736795,False,True,False,False
56,100000.0,1,0,1,27,3,0,12.429204196772384,False,True,False,False
12,200000.0,0,0,1,43,0,0,14.10319258678548,False,True,False,False
98,199998.25,0,5,0,73,0,0,13.208096151615411,False,True,False,False
17,120639.64,0,1,0,22,0,2,12.611541086966115,False,False,True,False
12,120000.96,1,1,1,53,3,1,13.304686600863562,False,True,False,False
12,200000.0,0,1,1,60,3,0,13.384716872583063,False,True,False,False
17,100000.0,1,0,1,39,1,0,13.592373256630534,False,True,False,False
17,199981.83,0,0,0,74,1,0,13.217668102648323,False,True,False,False
49,120000.0,1,0,1,45,1,0,13.652988099048507,False,True,False,False
52,147507.41,1,5,0,63,3,0,13.208096151615411,False,True,False,False
92,149999.51,0,0,0,37,0,0,13.458831328302072,False,True,False,False
12,120000.96,1,0,1,24,0,1,12.899212326061994,False,False,True,False
32,108542.76,1,0,0,22,0,1,13.122349377306328,False,False,True,False
17,100000.0,1,0,1,66,0,0,14.10319258678548,False,True,False,False
17,123232.74,1,0,0,54,2,3,13.122349377306328,False,True,False,False
12,100000.0,1,0,1,61,2,3,13.617055960697158,False,True,False,False
12,200000.0,0,5,1,73,1,0,13.815507557959775,False,True,False,False
12,100000.0,1,0,1,26,0,0,13.458831328302072,False,False,True,False
17,100000.0,0,0,1,27,1,0,12.765668433265594,False,True,False,False
17,150000.11,1,0,0,48,0,0,14.151977794572987,False,True,False,False
53,138666.0,1,0,1,41,2,0,14.457362865188054,False,True,False,False
27,103089.97,0,1,0,58,0,0,13.592358256611783,False,True,False,False
12,150000.0,1,3,1,27,3,0,13.753631962751733,False,True,False,False
17,100000.0,1,0,1,25,0,0,12.899212326061994,False,False,True,False
27,100000.0,1,0,1,25,2,0,13.122373377354329,False,True,False,False
36,200000.0,1,0,1,49,0,0,12.429204196772384,False,False,True,False
17,101556.76,1,5,0,69,3,3,13.208096151615411,False,True,False,False
12,102000.0,1,0,1,44,0,0,14.10319258678548,False,True,False,False
27,150000.0,0,0,1,24,3,3,13.384735334149926,False,True,False,False
30,125000.0,1,0,1,65,2,0,14.508660238521095,False,True,False,False
44,103375.0,1,0,1,28,0,0,14.731800089837709,False,False,True,False
12,120000.96,1,1,1,33,1,1,13.122349377306328,False,True,False,False
12,100000.0,1,0,1,61,3,0,12.611541086966115,False,True,False,False
12,199999.98,0,0,1,59,3,3,13.997832948091215,False,True,False,False
12,100000.0,1,0,1,36,1,0,16.39840025166456,False,True,False,False
12,100000.0,1,0,1,59,3,3,12.793862088206213,False,True,False,False
84,100016.15,1,4,0,44,0,0,12.948012371209098,False,True,False,False
27,100000.0,0,0,1,55,3,0,12.899212326061994,False,True,False,False
12,100000.0,1,0,1,38,2,0,13.081543466215237,False,True,False,False
12,100000.0,1,0,1,47,2,0,12.793862088206213,False,True,False,False
27,101953.33,1,0,0,30,0,0,13.304686600863562,False,False,True,False
17,149999.54,1,0,1,19,0,0,13.122373377354329,False,False,True,False
12,200000.0,1,0,1,25,0,3,12.429204196772384,False,False,True,False
47,150000.0,1,0,1,47,3,0,12.206097645217678,False,True,False,False
17,185552.16,1,1,0,51,1,1,12.765668433265594,False,True,False,False
32,210800.74,1,1,0,46,3,0,13.955269891640379,False,True,False,False
17,125000.0,1,0,1,42,0,0,14.10319258678548,False,True,False,False
22,100000.0,1,0,1,86,0,0,14.10319258678548,False,True,False,False
33,100000.0,0,0,1,52,0,3,13.122373377354329,False,False,False,True
12,100000.0,0,0,1,45,2,0,13.527829818844937,False,True,False,False
61,197012.87,1,1,0,43,2,0,13.997832948091215,False,True,False,False
12,500000.0,1,0,1,21,0,0,12.25486757159303,False,False,True,False
27,100000.0,1,6,0,54,1,0,13.815507557959775,True,True,False,False
27,100000.0,1,0,1,55,1,0,14.10319258678548,False,True,False,False
12,145000.0,1,1,1,77,3,0,13.710151153416941,False,True,False,False
12,100000.0,0,5,1,63,0,3,13.208096151615411,False,False,False,True
19,300000.0,0,0,1,65,0,0,11.918397239722838,False,False,True,False
9,100000.0,0,0,1,34,2,0,12.899212326061994,False,True,False,False
101,100212.83,1,0,0,24,0,0,14.10319258678548,False,True,False,False
22,100000.0,1,0,1,40,3,0,13.017005083966255,False,True,False,False
17,196995.21,1,4,0,44,1,0,15.250595321348806,False,True,False,False
17,114998.96,1,0,0,57,1,0,13.997832948091215,False,True,False,False
27,110000.0,0,0,1,58,3,3,13.122373377354329,False,True,False,False
102,162231.23,1,0,0,34,0,0,13.815507557959775,False,True,False,False
17,188174.04,1,1,0,52,3,1,12.611541086966115,False,True,False,False
22,144003.6,1,0,0,61,1,1,13.815507557959775,False,True,False,False
17,206182.09,0,1,0,29,3,0,12.765668433265594,False,True,False,False
17,100000.0,1,0,1,42,0,3,14.10319258678548,False,True,False,False
12,100000.0,1,4,1,42,3,0,12.506180941677357,False,True,False,False
38,100000.0,0,0,1,57,2,0,13.815507557959775,False,True,False,False
22,625000.0,1,0,1,27,0,0,13.527829818844937,False,False,True,False
12,200000.0,1,1,1,59,2,0,12.611541086966115,False,True,False,False
102,205317.26,1,1,0,27,0,0,13.815507557959775,False,True,False,False
17,126001.04,1,0,0,53,3,2,12.899212326061994,False,True,False,False
12,120000.96,0,0,1,29,1,1,12.542534167808274,False,True,False,False
12,100000.0,1,4,1,38,1,0,13.815507557959775,False,True,False,False
86,200000.19,1,1,0,49,0,0,13.396955651026545,False,True,False,False
12,499999.99,0,0,1,64,1,0,13.304686600863562,False,True,False,False
17,120004.44,1,0,0,60,1,1,13.458831328302072,False,True,False,False
17,120194.9,0,3,0,55,1,0,13.753631962751733,False,True,False,False
101,237627.0,1,0,0,33,0,3,14.10319258678548,False,True,False,False
59,147999.22,1,5,0,66,2,3,13.208096151615411,False,True,False,False
12,100000.0,1,0,1,34,1,0,12.765668433265594,False,True,False,False
12,120000.0,0,0,1,30,0,0,13.122373377354329,False,False,True,False
12,1000000.0,0,6,1,8,2,0,11.707381434420183,True,True,False,False
22,100000.0,1,0,1,26,3,3,12.765702719077842,False,True,False,False
12,100000.0,1,0,1,66,3,0,14.10319258678548,False,True,False,False
27,150001.2,1,0,1,26,0,1,12.611541086966115,False,False,True,False
29,100000.0,1,0,1,56,1,0,13.122373377354329,False,True,False,False
37,200000.0,1,0,1,57,2,3,12.899212326061994,False,True,False,False
17,100000.8,1,0,1,36,2,1,12.206097645217678,False,True,False,False
22,103090.02,1,0,0,48,0,0,14.220976332738882,False,True,False,False
98,104045.93,1,0,0,36,0,0,13.910814374111988,False,True,False,False
12,100000.0,1,0,1,41,2,0,13.710151153416941,False,True,False,False
17,192004.8,1,0,0,41,2,1,13.081543466215237,False,True,False,False
68,124999.67,1,1,0,66,2,0,13.592358256611783,False,True,False,False
71,199999.74,1,5,0,65,0,0,13.122349377306328,False,True,False,False
27,100000.0,0,0,1,29,1,0,12.611541086966115,False,True,False,False
12,211000.0,0,1,1,58,0,0,13.652988099048507,False,True,False,False
30,100000.8,1,0,1,44,3,1,13.304686600863562,False,True,False,False
46,199999.0,1,0,1,39,3,3,13.458831328302072,False,True,False,False
27,103090.05,1,4,0,54,0,0,15.201804169083884,False,True,False,False
46,3000000.0,1,0,1,49,3,0,17.216707972959764,False,True,False,False
17,100000.0,1,0,1,43,3,0,14.077872514736795,False,True,False,False
12,100000.0,1,0,1,34,3,0,13.997832948091215,False,True,False,False
46,150000.0,1,0,1,48,2,2,13.017005083966255,False,True,False,False
22,119994.48,1,0,0,54,3,1,13.304686600863562,False,True,False,False
85,149999.6,1,0,0,52,0,0,14.346134691370908,False,True,False,False
27,286612.36,1,0,0,41,2,3,15.201804169083884,False,True,False,False
17,125769.88,0,0,0,30,1,0,13.304686600863562,False,True,False,False
17,196994.42,1,0,0,65,2,0,12.542534167808274,False,True,False,False
12,100000.0,0,0,1,37,1,3,12.206097645217678,False,True,False,False
45,102000.0,0,0,1,50,3,1,13.122373377354329,False,True,False,False
12,100000.0,1,4,1,53,2,0,14.731800089837709,False,True,False,False
17,103090.03,1,0,0,51,2,0,13.122349377306328,False,True,False,False
27,100000.0,1,0,1,23,0,0,12.206097645217678,False,False,True,False
86,112636.72,1,0,0,63,0,0,14.10319258678548,False,True,False,False
90,100000.3,1,1,0,74,0,0,13.592358256611783,False,True,False,False
60,150000.0,0,0,1,35,1,3,13.122373377354329,False,True,False,False
33,100000.0,1,0,1,62,3,0,13.815507557959775,False,True,False,False
22,100005.0,1,0,1,45,3,3,13.592373256630534,False,True,False,False
17,121195.4,1,0,0,37,2,2,13.458831328302072,False,True,False,False
17,110000.46,1,0,0,56,3,0,13.458831328302072,False,True,False,False
22,150000.0,1,4,1,35,2,0,13.161578321310198,False,True,False,False
65,200000.0,0,0,1,28,1,3,13.017005083966255,False,True,False,False
102,110616.27,0,0,0,35,0,0,14.731800089837709,False,True,False,False
17,124198.92,1,0,0,50,3,1,13.997832948091215,False,True,False,False
28,200000.0,0,3,1,66,2,0,13.753631962751733,False,True,False,False
12,100000.0,1,0,1,56,1,0,12.542534167808274,False,True,False,False
17,123701.16,0,0,0,44,1,1,12.206037644917659,False,True,False,False
22,100000.0,1,0,1,30,0,3,12.765668433265594,False,False,True,False
12,100000.99,1,4,1,50,0,0,13.304686600863562,False,False,False,True
22,120000.0,1,0,1,37,2,0,14.731800089837709,False,True,False,False
17,119891.4,1,5,0,75,1,1,13.208096151615411,False,True,False,False
17,100000.0,1,0,1,45,1,3,13.122373377354329,False,True,False,False
17,100001.76,1,0,1,29,0,1,14.10319258678548,False,True,False,False
12,100000.0,1,0,1,29,1,0,13.304686600863562,False,True,False,False
22,100000.42,1,1,0,60,0,0,14.508654238518094,False,True,False,False
12,120000.96,1,4,1,56,1,1,12.765668433265594,False,True,False,False
56,100000.0,1,0,1,38,2,2,12.388398368982115,False,True,False,False
27,100000.0,1,4,1,49,0,3,12.611541086966115,False,False,False,False
100,120618.4,1,0,0,58,0,3,14.10319258678548,False,True,False,False
27,100000.0,0,0,1,29,2,0,12.899212326061994,False,True,False,False
31,100000.0,1,0,1,53,1,3,13.997832948091215,False,True,False,False
20,100000.0,1,0,1,75,2,0,12.611541086966115,False,True,False,False
17,201823.17,1,0,0,48,1,0,13.592358256611783,False,True,False,False
49,133424.0,1,0,1,45,2,2,13.458831328302072,False,True,False,False
17,157425.24,0,0,0,56,1,1,12.899212326061994,False,True,False,False
17,113316.53,1,0,0,40,1,0,14.914123179965662,False,True,False,False
12,230000.0,1,0,1,41,2,0,12.611541086966115,False,True,False,False
22,100000.45,0,5,0,76,0,0,13.208096151615411,False,True,False,False
26,400000.0,1,0,1,59,1,2,14.220976332738882,False,True,False,False
47,120000.0,1,5,1,47,3,3,13.208096151615411,False,True,False,False
48,200000.0,0,0,1,37,3,0,13.458831328302072,False,True,False,False
12,100000.0,0,0,1,48,0,0,14.10319258678548,False,True,False,False
12,100000.0,1,0,1,48,1,2,12.611541086966115,False,True,False,False
17,100000.0,1,0,1,26,0,0,14.10319258678548,False,True,False,False
76,200000.08,1,1,0,26,3,0,12.899212326061994,False,True,False,False
12,100000.0,1,0,1,25,0,3,12.611541086966115,False,False,True,False
65,100513.55,0,0,0,40,2,0,12.653373634002591,False,True,False,False
71,100000.0,1,0,1,60,0,0,14.10319258678548,False,True,False,False
27,284000.06,1,5,0,69,0,0,13.208096151615411,False,True,False,False
12,120000.96,0,0,1,45,2,1,14.99993380896811,False,True,False,False
12,150772.05,0,0,0,37,0,0,14.914123179965662,False,False,False,True
94,129680.2,1,1,0,40,0,0,12.955441829412335,False,True,False,False
32,100006.89,1,0,0,25,0,0,14.151977794572987,False,False,True,False
90,139992.68,0,1,0,44,0,0,14.220976332738882,False,True,False,False
27,150000.0,1,0,1,28,3,0,12.899212326061994,False,True,False,False
12,111113.22,0,5,1,61,3,0,13.208096151615411,False,True,False,False
77,120000.66,0,1,0,26,0,3,12.611541086966115,False,False,True,False
43,100000.0,0,0,1,42,2,0,12.206097645217678,False,True,False,False
37,400000.0,1,0,1,48,1,3,13.840196341263033,False,True,False,False
27,100000.0,1,0,1,21,0,0,12.611541086966115,False,False,True,False
17,102890.4,0,1,0,59,0,1,13.592358256611783,False,False,False,True
25,100000.0,1,5,1,70,1,3,13.208096151615411,False,True,False,False
25,400000.0,1,0,1,60,1,0,13.815507557959775,False,True,False,False
32,100000.0,1,0,1,63,3,0,13.122373377354329,False,True,False,False
41,150000.0,0,0,1,44,3,3,13.321209318104614,False,True,False,False
12,100000.0,1,0,1,34,2,0,14.151977794572987,False,True,False,False
17,150000.0,1,0,1,34,1,0,13.815507557959775,False,True,False,False
17,100000.0,1,5,1,77,3,0,13.208096151615411,False,True,False,False
59,108000.84,0,0,1,23,1,1,11.608281098286982,False,True,False,False
12,100000.0,1,0,1,22,0,3,13.592373256630534,False,False,True,False
32,101017.07,1,0,0,40,3,0,14.10319258678548,False,True,False,False
17,160095.12,0,4,0,44,2,1,14.220976332738882,False,True,False,False
64,120000.96,0,0,1,19,0,1,12.948012371209098,False,False,True,False
91,250000.23,0,0,0,47,0,0,14.10319258678548,False,True,False,False
12,100000.0,1,0,1,29,0,0,12.899212326061994,False,False,True,False
43,200000.0,1,0,1,51,1,0,13.581893601517395,False,True,False,False
12,199990.0,0,1,1,38,0,0,13.122349377306328,False,False,True,False
27,100000.0,1,4,1,25,0,3,12.899212326061994,False,False,True,False
68,100000.0,0,0,1,24,0,2,11.918397239722838,False,False,True,False
59,100000.0,0,3,1,35,1,0,13.753631962751733,False,True,False,False
17,100000.0,1,0,1,34,2,0,13.048219404602591,False,True,False,False
102,107580.84,1,0,0,38,0,1,13.527829818844937,False,True,False,False
78,449999.9,1,0,0,50,0,0,13.710151153416941,False,True,False,False
17,136522.56,0,5,0,65,3,1,13.208096151615411,False,True,False,False
61,100000.0,1,0,1,33,2,0,13.122373377354329,False,True,False,False
22,100000.0,1,0,1,46,2,0,13.710151153416941,False,True,False,False
22,100000.0,1,0,1,30,3,0,13.345502128707018,False,True,False,False
66,100002.51,1,5,0,68,1,0,13.208096151615411,False,True,False,False
22,206000.0,1,4,1,41,3,0,13.997832948091215,False,True,False,False
17,122381.88,1,1,0,42,2,1,13.122349377306328,False,True,False,False
32,100000.0,0,5,1,63,0,3,13.208096151615411,False,False,False,True
12,200000.0,1,0,1,34,2,3,13.997832948091215,False,True,False,False
12,400000.0,1,0,1,52,0,0,13.592358256611783,False,True,False,False
27,125000.0,1,0,1,39,3,0,13.122373377354329,False,True,False,False
27,100000.0,1,0,1,36,1,2,14.10319258678548,False,True,False,False
32,109999.71,0,1,0,45,2,0,12.765668433265594,False,True,False,False
16,100000.0,0,0,1,68,1,2,13.122373377354329,False,True,False,False
34,100000.0,1,0,1,61,3,2,12.611541086966115,False,True,False,False
12,100001.76,1,1,1,61,1,1,13.15318933762703,False,True,False,False
17,100000.0,1,0,1,44,3,3,13.304686600863562,False,True,False,False
12,101000.0,1,0,1,24,0,0,12.429204196772384,False,False,True,False
43,150000.0,1,0,1,52,1,0,13.122373377354329,False,True,False,False
17,100000.0,1,0,1,67,2,2,12.429204196772384,False,True,False,False
32,100016.62,1,4,0,51,3,0,15.607270193858982,False,True,False,False
27,100000.0,1,0,1,48,0,0,14.10319258678548,False,True,False,False
38,120000.0,1,0,1,46,2,3,14.15198636600768,False,True,False,False
17,120000.0,1,0,1,56,0,0,14.10319258678548,False,True,False,False
12,100000.0,1,0,1,64,0,0,14.10319258678548,False,True,False,False
21,120000.0,1,5,1,64,1,1,13.208096151615411,False,True,False,False
32,100000.0,1,0,1,52,3,3,12.873904582205107,False,True,False,False
52,129700.37,1,0,0,57,1,0,14.10319258678548,False,True,False,False
12,100000.0,1,0,1,46,1,3,12.899212326061994,False,True,False,False
32,101514.48,1,5,0,63,1,3,13.208096151615411,False,True,False,False
12,100000.0,1,0,1,41,2,0,13.122373377354329,False,True,False,False
17,250003.32,0,1,0,24,0,0,13.378550138791107,False,False,True,False
12,200000.0,0,0,1,24,0,0,12.676054399536648,False,False,True,False
27,200000.0,1,5,1,60,0,3,13.208096151615411,False,True,False,False
12,100000.0,0,0,1,33,2,0,12.611541086966115,False,True,False,False
93,100682.76,1,0,0,48,0,0,13.959403954118882,False,True,False,False
38,100000.0,1,0,1,56,2,2,13.384735334149926,False,True,False,False
37,130000.0,1,0,1,47,1,0,13.304686600863562,False,True,False,False
22,100000.0,0,0,1,24,1,0,12.611541086966115,False,True,False,False
17,100000.0,1,0,1,30,0,0,13.122373377354329,False,False,True,False
22,100000.49,1,5,0,86,1,0,13.208096151615411,False,True,False,False
31,200000.0,0,0,1,63,0,3,13.122373377354329,False,False,False,True
27,100000.0,1,0,1,47,2,0,12.899212326061994,False,True,False,False
12,499999.99,0,1,1,49,3,0,12.904329250720373,False,True,False,False
40,100000.0,1,0,1,34,3,0,12.206097645217678,False,True,False,False
12,300002.4,1,1,1,41,3,1,13.592358256611783,False,True,False,False
17,284700.53,0,0,0,56,3,0,13.122349377306328,False,True,False,False
39,130000.0,1,0,1,55,2,0,13.815507557959775,False,True,False,False
47,100514.56,1,0,0,58,1,3,12.899212326061994,False,True,False,False
